,uniprot,gene_name,go_annot
1076,O94782,USP1,GO:0001501 GO:0004843 GO:0004843 GO:0005515 GO:0005515 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0006282 GO:0006511 GO:0008233 GO:0009411 GO:0016579 GO:0035520 GO:0036297 GO:0036459 GO:0042769 GO:0005634 GO:0005829 GO:0004843 GO:0016579 GO:0004197
1077,P63027,VAMP2,GO:0000149 GO:0000149 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005516 GO:0005543 GO:0005802 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005887 GO:0006887 GO:0006892 GO:0006906 GO:0007269 GO:0008021 GO:0008021 GO:0008021 GO:0008021 GO:0009749 GO:0014047 GO:0015031 GO:0016020 GO:0016020 GO:0016079 GO:0016079 GO:0016192 GO:0017075 GO:0017156 GO:0017157 GO:0017157 GO:0019905 GO:0019905 GO:0030136 GO:0030141 GO:0030141 GO:0030665 GO:0030665 GO:0030665 GO:0030665 GO:0030665 GO:0030665 GO:0030665 GO:0030667 GO:0030672 GO:0030672 GO:0030672 GO:0030672 GO:0030672 GO:0030672 GO:0031201 GO:0031201 GO:0031201 GO:0031201 GO:0031410 GO:0031982 GO:0032869 GO:0042589 GO:0043001 GO:0043005 GO:0043231 GO:0043308 GO:0043621 GO:0044306 GO:0045202 GO:0048306 GO:0048471 GO:0048488 GO:0060203 GO:0060203 GO:0060203 GO:0060203 GO:0060203 GO:0060203 GO:0060291 GO:0060627 GO:0061024 GO:0061025 GO:0061202 GO:0061202 GO:0065003 GO:0070032 GO:0070033 GO:0070044 GO:0070044 GO:0070083 GO:0070083 GO:0070083 GO:0070083 GO:0070083 GO:0070083 GO:0090316 GO:1902259 GO:0030667 GO:0043312 GO:0043320 GO:0070254 GO:1903593 GO:0008076 GO:0019905 GO:0017075 GO:0031201 GO:0005484 GO:0006906 GO:0035493 GO:0005886
1078,O75379,VAMP4,GO:0000139 GO:0000226 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005764 GO:0005768 GO:0005794 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0009986 GO:0016189 GO:0030133 GO:0030285 GO:0030665 GO:0030665 GO:0030665 GO:0030665 GO:0030665 GO:0030665 GO:0030665 GO:0032588 GO:0032588 GO:0032588 GO:0032588 GO:0035493 GO:0061024 GO:0090161 GO:1900242 GO:0006888 GO:0043001 GO:0031201 GO:0008021 GO:0090161 GO:0000226 GO:0005802 GO:0035493
1079,Q9UK41,VPS28,GO:0000813 GO:0000813 GO:0000813 GO:0000813 GO:0000813 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005737 GO:0005768 GO:0005768 GO:0005769 GO:0005829 GO:0005886 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0016197 GO:0016236 GO:0019058 GO:0031397 GO:0031902 GO:0036258 GO:0039702 GO:0043130 GO:0043162 GO:0043162 GO:0043657 GO:0045732 GO:0070062 GO:0070062 GO:0070062 GO:0070062 GO:0075733 GO:2000397 GO:0043328 GO:0000813 GO:0044877
1080,Q86VN1,VPS36,GO:0000814 GO:0000814 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005764 GO:0005768 GO:0005829 GO:0005829 GO:0005829 GO:0008022 GO:0008022 GO:0016197 GO:0016236 GO:0031902 GO:0032266 GO:0036258 GO:0043130 GO:0070062 GO:0070062 GO:0031902 GO:0043130 GO:0043328 GO:0000814
1081,O15498,YKT6,GO:0000139 GO:0000139 GO:0000139 GO:0000139 GO:0000139 GO:0000139 GO:0000139 GO:0000139 GO:0000139 GO:0005484 GO:0005737 GO:0005739 GO:0005768 GO:0005783 GO:0005794 GO:0005829 GO:0005887 GO:0006888 GO:0006888 GO:0006903 GO:0006904 GO:0015031 GO:0019706 GO:0030133 GO:0030133 GO:0030133 GO:0030659 GO:0031201 GO:0031201 GO:0033116 GO:0033116 GO:0042147 GO:0043025 GO:0045296 GO:0061025 GO:0097440 GO:0097441
1082,Q5BKZ1,ZNF326,GO:0000993 GO:0003677 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005654 GO:0006397 GO:0008380 GO:0032784 GO:0043231 GO:0043484 GO:0044609 GO:0046872 GO:0032784 GO:0016363 GO:0000993 GO:0044609
1083,Q12981,BNIP1,GO:0005484 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005635 GO:0005737 GO:0005783 GO:0005783 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0006890 GO:0006915 GO:0006915 GO:0007029 GO:0014823 GO:0016032 GO:0016320 GO:0030137 GO:0030176 GO:0031201 GO:0031966 GO:0031966 GO:0042594 GO:0043066 GO:0043231 GO:0090649 GO:0097194 GO:0031201 GO:0006890 GO:0005783
1084,Q9HD42,CHMP1A,GO:0000794 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005769 GO:0005815 GO:0006508 GO:0006997 GO:0007076 GO:0007080 GO:0008237 GO:0008270 GO:0010824 GO:0012505 GO:0016192 GO:0016363 GO:0016458 GO:0019904 GO:0019904 GO:0036258 GO:0039702 GO:0042802 GO:0042802 GO:0042803 GO:0042803 GO:0045786 GO:0045892 GO:0051301 GO:0061952 GO:0070062 GO:1901673 GO:1904903 GO:0000815 GO:0032509 GO:0015031 GO:0005771 GO:0045324
1085,Q9BW60,ELOVL1,GO:0005515 GO:0005515 GO:0005515 GO:0005783 GO:0005789 GO:0005789 GO:0005789 GO:0006636 GO:0009922 GO:0016020 GO:0019367 GO:0019367 GO:0030148 GO:0030176 GO:0034625 GO:0035338 GO:0036109 GO:0042761 GO:0042761 GO:0043651 GO:0046513 GO:0061436 GO:0102336 GO:0102337 GO:0102338 GO:0102756 GO:0030148 GO:0034625 GO:0030176 GO:0042761 GO:0009922 GO:0019367 GO:0034626
1086,Q9H5J4,ELOVL6,GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005783 GO:0005789 GO:0005789 GO:0006636 GO:0009922 GO:0019367 GO:0019367 GO:0035338 GO:0042759 GO:0045540 GO:0102336 GO:0102337 GO:0102338 GO:0102756 GO:0120162 GO:0042761 GO:0030176 GO:0009922 GO:0034625 GO:0030148 GO:0034626 GO:0019367
1087,Q53EU6,GPAT3,GO:0003841 GO:0004366 GO:0005783 GO:0005783 GO:0005789 GO:0005789 GO:0006654 GO:0016021 GO:0016024 GO:0019432 GO:0019432 GO:0032006 GO:0102420 GO:0004366
1088,Q86UL3,GPAT4,GO:0002071 GO:0004366 GO:0004366 GO:0005783 GO:0005783 GO:0005789 GO:0005789 GO:0006631 GO:0006637 GO:0006654 GO:0006656 GO:0007595 GO:0008610 GO:0016020 GO:0016020 GO:0016021 GO:0016024 GO:0019432 GO:0040014 GO:0046339 GO:0102420 GO:0003841 GO:0019432
1089,O14964,HGS,GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005764 GO:0005768 GO:0005768 GO:0005769 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0006622 GO:0007165 GO:0008285 GO:0010324 GO:0010628 GO:0010642 GO:0016197 GO:0016197 GO:0016236 GO:0016525 GO:0016579 GO:0019904 GO:0030948 GO:0031901 GO:0032585 GO:0033565 GO:0033565 GO:0036258 GO:0042059 GO:0042176 GO:0043231 GO:0043405 GO:0044389 GO:0046426 GO:0046872 GO:0061024 GO:0070062 GO:0072657 GO:1903543
1090,Q9GZQ8,MAP1LC3B,GO:0000421 GO:0000421 GO:0000422 GO:0000423 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005622 GO:0005739 GO:0005739 GO:0005776 GO:0005776 GO:0005776 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005874 GO:0005930 GO:0006914 GO:0009267 GO:0012505 GO:0016236 GO:0016236 GO:0016236 GO:0016236 GO:0031090 GO:0031410 GO:0031625 GO:0043231 GO:0097352 GO:0097352 GO:0031625 GO:0016236 GO:0008017 GO:0000045 GO:0000421 GO:0006995 GO:0005776 GO:0005829 GO:0000422 GO:0097352
1091,Q6ZWT7,MBOAT2,GO:0003841 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0008654 GO:0016021 GO:0036151 GO:0036152 GO:0030258 GO:0016020 GO:0016746
1092,Q96EY5,MVB12A,GO:0000813 GO:0000813 GO:0000813 GO:0000813 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005654 GO:0005794 GO:0005813 GO:0005829 GO:0008289 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0015031 GO:0016197 GO:0016236 GO:0017124 GO:0019058 GO:0019075 GO:0031902 GO:0031982 GO:0036258 GO:0039702 GO:0042058 GO:0043130 GO:0043162 GO:0043657 GO:0046755 GO:0070062 GO:0070062 GO:0075733 GO:0042058 GO:0005829 GO:0032510 GO:0000813 GO:0032801 GO:0019075 GO:0046755
1093,Q96D31,ORAI1,GO:0002115 GO:0002250 GO:0005262 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005516 GO:0005829 GO:0005886 GO:0005886 GO:0005887 GO:0005887 GO:0015279 GO:0015279 GO:0015279 GO:0015279 GO:0015279 GO:0015279 GO:0016020 GO:0016323 GO:0034704 GO:0042802 GO:0042802 GO:0042802 GO:0042802 GO:0042802 GO:0044853 GO:0045121 GO:0045762 GO:0051924 GO:0051928 GO:0051928 GO:0051928 GO:0051928 GO:0061180 GO:0070509 GO:0070588 GO:0002115 GO:0015279 GO:0016020
1094,O75845,SC5D,GO:0000248 GO:0000248 GO:0005506 GO:0005789 GO:0005789 GO:0005789 GO:0006629 GO:0016021 GO:0033489 GO:0033490 GO:0045540 GO:0055114 GO:0016020 GO:0005789 GO:0016491 GO:0016126 GO:0033490 GO:0000248
1095,O00767,SCD,GO:0004768 GO:0004768 GO:0005506 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005730 GO:0005783 GO:0005789 GO:0005789 GO:0005789 GO:0006636 GO:0006636 GO:0016020 GO:0016021 GO:0016491 GO:0016491 GO:0045540 GO:0046949 GO:0055114 GO:0120162 GO:0120162 GO:1903966 GO:0006636 GO:0005506 GO:0070542 GO:0005789 GO:0016021 GO:0030176 GO:0032896 GO:0004768
1096,Q8WVM8,SCFD1,GO:0000902 GO:0001666 GO:0005515 GO:0005789 GO:0005798 GO:0005801 GO:0005829 GO:0005829 GO:0005829 GO:0005886 GO:0006890 GO:0006892 GO:0006904 GO:0009636 GO:0019905 GO:0032580 GO:0044877 GO:0047485 GO:0048208 GO:0051223 GO:0060628 GO:1901998 GO:1902902 GO:0000139 GO:0006888 GO:0019905 GO:0016192 GO:0005829 GO:0006886
1097,O75886,STAM2,GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005654 GO:0005737 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0006886 GO:0016197 GO:0016236 GO:0016579 GO:0031901 GO:0033565 GO:0036258 GO:0042059 GO:0043231 GO:0061024 GO:0030139 GO:0043231 GO:0007165
1098,O60499,STX10,GO:0005515 GO:0005802 GO:0005802 GO:0005829 GO:0005829 GO:0019905 GO:0031982 GO:0032588 GO:0032588 GO:0032588 GO:0032588 GO:0032880 GO:0042147 GO:0048471 GO:0048471 GO:0034498 GO:0006906 GO:0000149 GO:0030285 GO:0048278 GO:0016021 GO:0006886 GO:0012505 GO:0042147 GO:0008021 GO:0005484 GO:0031201
1099,Q9P2W9,STX18,GO:0000139 GO:0005484 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005783 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0006886 GO:0006890 GO:0016021 GO:0019904 GO:0061025 GO:0090158 GO:1902117 GO:1902953 GO:1902953 GO:1903358 GO:0006890 GO:0005783 GO:0031201
1100,P32856,STX2,GO:0005198 GO:0005515 GO:0005515 GO:0005615 GO:0005886 GO:0007165 GO:0007340 GO:0007398 GO:0009887 GO:0016323 GO:0030027 GO:0030154 GO:0032991 GO:0034599 GO:0043231 GO:0048306 GO:1903575 GO:0005886 GO:0016021 GO:0006886 GO:0000149 GO:0042734 GO:0031629 GO:0006887 GO:0012505 GO:0048278 GO:0031201 GO:0048787 GO:0005484 GO:0006906 GO:0008021
1101,Q13277,STX3,GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005773 GO:0005886 GO:0005886 GO:0005911 GO:0008284 GO:0016081 GO:0016324 GO:0019221 GO:0030027 GO:0030425 GO:0030426 GO:0031175 GO:0031201 GO:0042470 GO:0042581 GO:0042582 GO:0042589 GO:0043005 GO:0045785 GO:0050544 GO:0050921 GO:0060291 GO:0070062 GO:0070062 GO:0098685 GO:0098978 GO:1903078 GO:2000010 GO:0042734 GO:0031629 GO:0005886 GO:0006886 GO:0048787 GO:0031201 GO:0008021 GO:0000149 GO:0005484 GO:0098794 GO:0016021 GO:0098967 GO:0006887 GO:0012505 GO:0048278 GO:0006906
1102,Q13190,STX5,GO:0000139 GO:0000139 GO:0000139 GO:0000139 GO:0000139 GO:0000139 GO:0000139 GO:0000139 GO:0000139 GO:0005484 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005794 GO:0005794 GO:0005794 GO:0005829 GO:0005829 GO:0006888 GO:0012507 GO:0012507 GO:0012507 GO:0012507 GO:0012507 GO:0012507 GO:0031201 GO:0031982 GO:0033116 GO:0033116 GO:0033116 GO:0034498 GO:0042147 GO:0045296 GO:0045732 GO:0047485 GO:0048208 GO:0048280 GO:0090166 GO:1903358 GO:0000139 GO:0048278 GO:0016021 GO:0031201 GO:0006906 GO:0006886 GO:0005484 GO:0006888 GO:0000149 GO:0012505
1103,O15400,STX7,GO:0000149 GO:0001772 GO:0001916 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005764 GO:0005765 GO:0005768 GO:0005769 GO:0005769 GO:0005770 GO:0005770 GO:0005886 GO:0005886 GO:0019869 GO:0019905 GO:0030139 GO:0031901 GO:0031982 GO:0031982 GO:0042582 GO:0048471 GO:0051640 GO:0055037 GO:0070062 GO:0070820 GO:0070925 GO:1902685 GO:1903076 GO:0031201 GO:0006906 GO:0006886 GO:0016021 GO:0000149 GO:0008021 GO:0012505 GO:0048278 GO:0005484
1104,Q9UNK0,STX8,GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005765 GO:0005768 GO:0005769 GO:0005770 GO:0005783 GO:0005802 GO:0005829 GO:0005887 GO:0008333 GO:0019869 GO:0019905 GO:0031625 GO:0031902 GO:0031982 GO:0045022 GO:0045335 GO:0048471 GO:0055037 GO:0071346 GO:1903076 GO:0006906 GO:0005484 GO:0048278 GO:0000149 GO:0006886 GO:0031201 GO:0012505 GO:0016021
