gene_name,ensg_id,,uniprot_id,is_rna_bp,is_dna_bp,is_xna_bp
CTAG1A,ENSG00000268651,,NA,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTAG2,ENSG00000126890,,O75638,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTAGE1,ENSG00000212710,,Q9HC47,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTAGE15,ENSG00000271079,,A4D2H0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTAGE4,ENSG00000225932,,Q8IX94,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTAGE6,ENSG00000271321,,Q86UF2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTAGE8,ENSG00000244693,,P0CG41,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTAGE9,ENSG00000236761,,A4FU28,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTBP1,ENSG00000159692,,Q13363,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTBP2,ENSG00000175029,,P56545,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTBS,ENSG00000117151,,Q01459,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTC1,ENSG00000178971,,Q2NKJ3,NOT_RNA_BP,DNA_BP,xNA_BP
CTCF,ENSG00000102974,,P49711,NOT_RNA_BP,DNA_BP,xNA_BP
CTCFL,ENSG00000124092,,Q8NI51,NOT_RNA_BP,DNA_BP,xNA_BP
CTDNEP1,ENSG00000175826,,O95476,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTDP1,ENSG00000060069,,Q9Y5B0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTDSP1,ENSG00000144579,,Q9GZU7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTDSP2,ENSG00000175215,,O14595,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTDSPL,ENSG00000144677,,O15194,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTDSPL2,ENSG00000137770,,Q05D32,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTF1,ENSG00000150281,,Q16619,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTH,ENSG00000116761,,P32929,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTHRC1,ENSG00000164932,,Q96CG8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTIF,ENSG00000134030,,O43310,RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTLA4,ENSG00000163599,,P16410,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTNNA1,ENSG00000044115,,P35221,RNA_BP,NOT_DNA_BP,xNA_BP
CTNNA2,ENSG00000066032,,P26232,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTNNA3,ENSG00000183230,,Q9UI47,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTNNAL1,ENSG00000119326,,Q9UBT7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTNNB1,ENSG00000168036,,P35222,NOT_RNA_BP,DNA_BP,NOT_xNA_BP
CTNNBIP1,ENSG00000178585,,Q9NSA3,NOT_RNA_BP,DNA_BP,NOT_xNA_BP
CTNNBL1,ENSG00000132792,,Q8WYA6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTNND1,ENSG00000198561,,O60716,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTNND2,ENSG00000169862,,Q9UQB3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTNS,ENSG00000040531,,O60931,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTPS1,ENSG00000171793,,P17812,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTPS2,ENSG00000047230,,Q9NRF8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTR9,ENSG00000198730,,Q6PD62,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTRB1,ENSG00000168925,,P17538,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTRB2,ENSG00000168928,,Q6GPI1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTRC,ENSG00000162438,,Q99895,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTRL,ENSG00000141086,,P40313,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTSA,ENSG00000064601,,P10619,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTSB,ENSG00000164733,,P07858,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTSC,ENSG00000109861,,P53634,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTSD,ENSG00000117984,,P07339,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTSE,ENSG00000196188,,P14091,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTSF,ENSG00000174080,,Q9UBX1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTSG,ENSG00000100448,,P08311,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTSH,ENSG00000103811,,P09668,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTSK,ENSG00000143387,,P43235,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTSL,ENSG00000135047,,P07711,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTSO,ENSG00000256043,,P43234,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTSS,ENSG00000163131,,P25774,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTSV,ENSG00000136943,,O60911,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTSW,ENSG00000172543,,P56202,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTSZ,ENSG00000101160,,Q9UBR2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTTN,ENSG00000085733,,Q14247,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTTNBP2,ENSG00000077063,,Q8WZ74,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTTNBP2NL,ENSG00000143079,,Q9P2B4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTU1,ENSG00000142544,,Q7Z7A3,RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTU2,ENSG00000174177,,Q2VPK5,RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTXN1,ENSG00000178531,,P60606,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTXN2,ENSG00000233932,,P0C2S0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTXN3,ENSG00000205279,,Q4LDR2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTXND1,ENSG00000259417,,A0A1B0GTU2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CTXND2,ENSG00000283324,,A0A1B0GV90,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CUBN,ENSG00000107611,,O60494,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CUEDC1,ENSG00000180891,,Q9NWM3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CUEDC2,ENSG00000107874,,Q9H467,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CUL1,ENSG00000055130,,Q13616,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CUL2,ENSG00000108094,,Q13617,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CUL3,ENSG00000036257,,Q13618,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CUL4A,ENSG00000139842,,Q13619,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CUL4B,ENSG00000158290,,Q13620,NOT_RNA_BP,DNA_BP,xNA_BP
CUL5,ENSG00000166266,,Q93034,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CUL7,ENSG00000044090,,Q14999,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CUL9,ENSG00000112659,,Q8IWT3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CUSTOS,ENSG00000157895,,Q96C57,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CUTA,ENSG00000112514,,O60888,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CUTC,ENSG00000119929,,Q9NTM9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CUX1,ENSG00000257923,,Q13948,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CUX2,ENSG00000111249,,O14529,NOT_RNA_BP,DNA_BP,xNA_BP
CUZD1,ENSG00000286088,,NA,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CWC15,ENSG00000150316,,Q9P013,RNA_BP,NOT_DNA_BP,xNA_BP
CWC22,ENSG00000163510,,Q9HCG8,RNA_BP,NOT_DNA_BP,xNA_BP
CWC25,ENSG00000273559,,Q9NXE8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CWC27,ENSG00000153015,,Q6UX04,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CWF19L1,ENSG00000095485,,Q69YN2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CWF19L2,ENSG00000152404,,Q2TBE0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CWH43,ENSG00000109182,,Q9H720,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CX3CL1,ENSG00000006210,,P78423,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CX3CR1,ENSG00000168329,,P49238,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXADR,ENSG00000154639,,P78310,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXCL1,ENSG00000163739,,P09341,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXCL10,ENSG00000169245,,P02778,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXCL11,ENSG00000169248,,O14625,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXCL12,ENSG00000107562,,P48061,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXCL13,ENSG00000156234,,O43927,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXCL14,ENSG00000145824,,O95715,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXCL16,ENSG00000161921,,Q9H2A7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXCL17,ENSG00000189377,,Q6UXB2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXCL2,ENSG00000081041,,P19875,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXCL3,ENSG00000163734,,P19876,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXCL5,ENSG00000163735,,P42830,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXCL6,ENSG00000124875,,P80162,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXCL8,ENSG00000169429,,P10145,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXCL9,ENSG00000138755,,Q07325,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXCR1,ENSG00000163464,,P25024,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXCR2,ENSG00000180871,,P25025,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXCR3,ENSG00000186810,,P49682,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXCR4,ENSG00000121966,,P61073,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXCR5,ENSG00000160683,,P32302,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXCR6,ENSG00000172215,,O00574,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXorf38,ENSG00000185753,,Q8TB03,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXorf49,ENSG00000215115,,A8MYA2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXorf51A,ENSG00000224440,,A0A1B0GTR3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXorf51B,ENSG00000235699,,P0DPH9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXorf58,ENSG00000165182,,Q96LI9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXorf65,ENSG00000204165,,A6NEN9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXorf66,ENSG00000203933,,Q5JRM2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CXXC1,ENSG00000154832,,Q9P0U4,NOT_RNA_BP,DNA_BP,xNA_BP
CXXC5,ENSG00000171604,,Q7LFL8,NOT_RNA_BP,DNA_BP,xNA_BP
CYB561,ENSG00000008283,,P49447,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYB561A3,ENSG00000162144,,Q8NBI2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYB561D1,ENSG00000174151,,Q8N8Q1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYB561D2,ENSG00000114395,,O14569,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYB5A,ENSG00000166347,,P00167,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYB5B,ENSG00000103018,,O43169,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYB5D1,ENSG00000182224,,Q6P9G0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYB5D2,ENSG00000167740,,Q8WUJ1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYB5R1,ENSG00000159348,,Q9UHQ9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYB5R2,ENSG00000166394,,Q6BCY4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYB5R3,ENSG00000100243,,P00387,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYB5R4,ENSG00000065615,,Q7L1T6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYB5RL,ENSG00000215883,,Q6IPT4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYBA,ENSG00000051523,,P13498,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYBB,ENSG00000165168,,P04839,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYBC1,ENSG00000178927,,Q9BQA9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYBRD1,ENSG00000071967,,Q53TN4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYC1,ENSG00000179091,,P08574,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYCS,ENSG00000172115,,P99999,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYFIP1,ENSG00000273749,,Q7L576,RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYFIP2,ENSG00000055163,,Q96F07,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYGB,ENSG00000161544,,Q8WWM9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYHR1,ENSG00000187954,,Q6ZMK1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYLC1,ENSG00000183035,,P35663,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYLC2,ENSG00000155833,,Q14093,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYLD,ENSG00000083799,,Q9NQC7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP11A1,ENSG00000140459,,P05108,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP11B1,ENSG00000160882,,P15538,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP11B2,ENSG00000179142,,P19099,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP17A1,ENSG00000148795,,P05093,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP19A1,ENSG00000137869,,P11511,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP1A1,ENSG00000140465,,P04798,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP1A2,ENSG00000140505,,P05177,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP1B1,ENSG00000138061,,Q16678,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP20A1,ENSG00000119004,,Q6UW02,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP21A2,ENSG00000206338,,P08686,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP24A1,ENSG00000019186,,Q07973,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP26A1,ENSG00000095596,,O43174,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP26B1,ENSG00000003137,,Q9NR63,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP26C1,ENSG00000187553,,Q6V0L0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP27A1,ENSG00000135929,,Q02318,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP27B1,ENSG00000111012,,O15528,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP27C1,ENSG00000186684,,Q4G0S4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP2A13,ENSG00000197838,,Q16696,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP2A6,ENSG00000255974,,P11509,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP2A7,ENSG00000198077,,P20853,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP2B6,ENSG00000197408,,P20813,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP2C18,ENSG00000108242,,P33260,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP2C19,ENSG00000165841,,P33261,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP2C8,ENSG00000138115,,P10632,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP2C9,ENSG00000138109,,P11712,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP2D6,ENSG00000275211,,P10635,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP2D7,ENSG00000205702,,A0A087X1C5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP2E1,ENSG00000130649,,P05181,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP2F1,ENSG00000197446,,P24903,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP2J2,ENSG00000134716,,P51589,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP2R1,ENSG00000186104,,Q6VVX0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP2S1,ENSG00000167600,,Q96SQ9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP2U1,ENSG00000155016,,Q7Z449,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP2W1,ENSG00000073067,,Q8TAV3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP39A1,ENSG00000146233,,Q9NYL5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP3A4,ENSG00000160868,,P08684,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP3A43,ENSG00000021461,,Q9HB55,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP3A5,ENSG00000106258,,P20815,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP3A7,ENSG00000160870,,P24462,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP3A7-CYP3A51P,ENSG00000282301,,NA,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP46A1,ENSG00000036530,,Q9Y6A2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP4A11,ENSG00000187048,,Q02928,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP4A22,ENSG00000162365,,Q5TCH4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP4B1,ENSG00000142973,,P13584,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP4F11,ENSG00000171903,,Q9HBI6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP4F12,ENSG00000186204,,Q9HCS2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP4F2,ENSG00000186115,,P78329,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP4F22,ENSG00000171954,,Q6NT55,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP4F3,ENSG00000186529,,Q08477,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP4F8,ENSG00000186526,,P98187,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP4V2,ENSG00000145476,,Q6ZWL3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP4X1,ENSG00000186377,,Q8N118,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP4Z1,ENSG00000186160,,Q86W10,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP51A1,ENSG00000001630,,Q16850,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP7A1,ENSG00000167910,,P22680,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP7B1,ENSG00000172817,,O75881,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYP8B1,ENSG00000180432,,Q9UNU6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYREN,ENSG00000122783,,Q9BWK5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYRIA,ENSG00000197872,,Q9H0Q0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYRIB,ENSG00000153310,,Q9NUQ9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYS1,ENSG00000205795,,Q717R9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYSLTR1,ENSG00000173198,,Q9Y271,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYSLTR2,ENSG00000152207,,Q9NS75,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYSTM1,ENSG00000120306,,Q9H1C7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYTH1,ENSG00000108669,,Q15438,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYTH2,ENSG00000105443,,Q99418,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYTH3,ENSG00000008256,,O43739,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYTH4,ENSG00000100055,,Q9UIA0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYTIP,ENSG00000115165,,O60759,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYTL1,ENSG00000170891,,Q9NRR1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CYYR1,ENSG00000166265,,Q96J86,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
CZIB,ENSG00000162384,,Q9NWV4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
D2HGDH,ENSG00000180902,,Q8N465,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
DAAM1,ENSG00000100592,,Q9Y4D1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
DAAM2,ENSG00000146122,,Q86T65,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
DAB1,ENSG00000173406,,O75553,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
DAB2,ENSG00000153071,,P98082,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
DAB2IP,ENSG00000136848,,Q5VWQ8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
DACH1,ENSG00000276644,,Q9UI36,NOT_RNA_BP,DNA_BP,NOT_xNA_BP
DACH2,ENSG00000126733,,Q96NX9,NOT_RNA_BP,DNA_BP,NOT_xNA_BP
DACT1,ENSG00000165617,,Q9NYF0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
DACT2,ENSG00000164488,,Q5SW24,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
DACT3,ENSG00000197380,,Q96B18,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
DAD1,ENSG00000129562,,P61803,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
DAG1,ENSG00000173402,,Q14118,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
DAGLA,ENSG00000134780,,Q9Y4D2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
DAGLB,ENSG00000164535,,Q8NCG7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
DALRD3,ENSG00000178149,,Q5D0E6,RNA_BP,NOT_DNA_BP,xNA_BP
DAND5,ENSG00000179284,,Q8N907,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
DAO,ENSG00000110887,,P14920,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
DAOA,ENSG00000182346,,P59103,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
DAP,ENSG00000112977,,P51397,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
DAP3,ENSG00000132676,,P51398,RNA_BP,NOT_DNA_BP,xNA_BP
DAPK1,ENSG00000196730,,P53355,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
DAPK2,ENSG00000035664,,Q9UIK4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
DAPK3,ENSG00000167657,,O43293,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
DAPL1,ENSG00000163331,,A0PJW8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
DAPP1,ENSG00000070190,,Q9UN19,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
DARS1,ENSG00000115866,,P14868,RNA_BP,NOT_DNA_BP,xNA_BP
DARS2,ENSG00000117593,,Q6PI48,RNA_BP,NOT_DNA_BP,NOT_xNA_BP
DAW1,ENSG00000123977,,Q8N136,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
DAXX,ENSG00000206206,,Q9UER7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
DAZ1,ENSG00000188120,,Q9NQZ3,RNA_BP,NOT_DNA_BP,xNA_BP
DAZ2,ENSG00000205944,,Q13117,RNA_BP,NOT_DNA_BP,NOT_xNA_BP
DAZ3,ENSG00000187191,,Q9NR90,RNA_BP,NOT_DNA_BP,NOT_xNA_BP
DAZ4,ENSG00000205916,,Q86SG3,RNA_BP,NOT_DNA_BP,NOT_xNA_BP
DAZAP1,ENSG00000071626,,Q96EP5,RNA_BP,NOT_DNA_BP,xNA_BP
